iter,reward,reward_avg,advantage,loss,ratio,error_tokens,time
60,2.049999952316284,-0.22972969710826874,2.2797296047210693,-2.483227252960205,1.089263916015625,0,4.861307621002197
61,-0.5249999761581421,-0.2592567205429077,-0.2657432556152344,0.25919029116630554,0.9753409624099731,4,5.577948808670044
62,0.7250000238418579,-0.1608310341835022,0.8858310580253601,-0.9314038157463074,1.0514463186264038,2,4.44466495513916
63,-0.7250000238418579,-0.21724793314933777,-0.5077520608901978,0.4629850387573242,0.9118329286575317,4,4.443390607833862
64,-1.0499999523162842,-0.30052313208580017,-0.7494767904281616,0.7056546807289124,0.9415297508239746,4,4.4468817710876465
65,-0.5249999761581421,-0.32297080755233765,-0.20202916860580444,0.3468494415283203,1.7168285846710205,4,4.5268635749816895
66,0.17499999701976776,-0.2731737196445465,0.4481737017631531,-0.4969027042388916,1.1087279319763184,3,4.174254894256592
67,-1.899999976158142,-0.43585634231567383,-1.4641436338424683,1.1734648942947388,0.8014684319496155,4,2.8066062927246094
68,-1.0499999523162842,-0.4972706735134125,-0.5527292490005493,0.44218340516090393,0.5839014649391174,4,2.5777580738067627
69,-0.6499999761581421,-0.5125435590744019,-0.13745641708374023,0.10996513813734055,0.7601550221443176,4,2.5692198276519775
70,-0.10000000149011612,-0.47128918766975403,0.3712891936302185,-0.23537887632846832,0.6339502334594727,3,2.963711977005005
71,0.17499999701976776,-0.406660258769989,0.581660270690918,-0.5758867859840393,0.9900741577148438,3,2.562404155731201
72,0.800000011920929,-0.28599420189857483,1.0859942436218262,-1.2808189392089844,1.1793975830078125,2,2.6232500076293945
73,-1.125,-0.36989477276802063,-0.7551052570343018,0.7360364198684692,0.9747467637062073,4,2.558025360107422
74,1.350000023841858,-0.1979052871465683,1.5479053258895874,-1.8574864864349365,1.2195414304733276,1,2.5545613765716553
75,0.44999998807907104,-0.133114755153656,0.583114743232727,-0.6997377276420593,1.658367395401001,2,2.6114840507507324
76,-1.0499999523162842,-0.22480326890945435,-0.8251966834068298,0.9013605117797852,1.0922977924346924,4,3.1719110012054443
77,-1.0,-0.3023229241371155,-0.6976770758628845,0.7642021179199219,1.0953521728515625,4,3.207549810409546
78,1.350000023841858,-0.13709060847759247,1.4870905876159668,-1.7845088243484497,1.797446608543396,1,2.8888401985168457
79,-1.125,-0.23588155210018158,-0.8891184329986572,0.7328993678092957,0.8242989182472229,4,2.7284107208251953
80,1.4249999523162842,-0.06979338824748993,1.4947932958602905,-1.7937520742416382,2.7120156288146973,1,4.8660125732421875
81,-1.2000000476837158,-0.18281406164169312,-1.017185926437378,0.9812257885932922,0.9646474123001099,4,4.8499755859375
82,0.5249999761581421,-0.11203265190124512,0.6370326280593872,-0.5932499170303345,0.9312708377838135,2,4.362692356109619
83,0.7250000238418579,-0.028329379856586456,0.7533293962478638,-0.7140427231788635,0.9478492736816406,2,4.522083044052124
84,-1.899999976158142,-0.21549643576145172,-1.6845035552978516,1.3476028442382812,0.5609726905822754,4,4.460742950439453
85,-1.0499999523162842,-0.2989467978477478,-0.7510531544685364,0.6008425354957581,0.6990665197372437,4,4.428307294845581
86,0.800000011920929,-0.18905210494995117,0.9890521168708801,-0.9714625477790833,0.9822157025337219,2,4.5568695068359375
87,-1.0499999523162842,-0.27514687180519104,-0.7748531103134155,0.6198825240135193,0.6461746096611023,4,4.345898389816284
88,-1.125,-0.3601321876049042,-0.7648677825927734,0.6211668848991394,0.8121232390403748,4,4.404999732971191
89,-0.7250000238418579,-0.39661896228790283,-0.3283810615539551,0.26929762959480286,0.820076584815979,4,4.427822589874268
90,-1.125,-0.46945706009864807,-0.6555429697036743,0.5244343876838684,0.4811372756958008,4,4.955479383468628
91,-1.899999976158142,-0.6125113368034363,-1.2874886989593506,1.2250157594680786,0.9514769315719604,4,2.689373731613159
92,-0.5249999761581421,-0.6037601828575134,0.07876020669937134,-0.0676274225115776,0.8586496710777283,4,2.788379430770874
93,-1.0499999523162842,-0.648384153842926,-0.40161579847335815,0.3212926387786865,0.721276581287384,4,2.7417941093444824
94,0.5249999761581421,-0.5310457348823547,1.0560457706451416,-0.9437434077262878,0.8936576843261719,2,2.6196577548980713
95,0.5249999761581421,-0.4254411458969116,0.9504411220550537,-0.9491784572601318,0.9986714720726013,2,2.5766472816467285
96,-1.125,-0.49539703130722046,-0.6296029686927795,0.5036823749542236,0.48647135496139526,4,2.610275983810425
97,0.7250000238418579,-0.37335729598999023,1.0983573198318481,-1.3180288076400757,1.5928033590316772,2,2.6340556144714355
98,0.5,-0.28602156043052673,0.7860215902328491,-0.7801026105880737,0.9924696683883667,3,2.590926170349121
99,0.5249999761581421,-0.20491941273212433,0.7299193739891052,-0.875903308391571,1.8585785627365112,2,2.5202159881591797
100,-0.44999998807907104,-0.22942747175693512,-0.22057251632213593,0.2806832194328308,1.2725212574005127,4,2.909585475921631
101,-0.44999998807907104,-0.2514847218990326,-0.19851526618003845,0.2018309235572815,1.0167022943496704,4,2.723727226257324
102,-0.5249999761581421,-0.2788362503051758,-0.2461637258529663,0.34172409772872925,1.3881983757019043,4,3.7701308727264404
103,0.10000000149011612,-0.24095262587070465,0.34095263481140137,-0.3197011649608612,0.9376703500747681,3,2.9518356323242188
104,-0.5249999761581421,-0.2693573534488678,-0.2556426227092743,0.3693885803222656,1.4449412822723389,4,3.0677547454833984
105,1.350000023841858,-0.10742160677909851,1.4574216604232788,-1.5369062423706055,1.0545377731323242,1,3.3199920654296875
106,-0.5249999761581421,-0.14917944371700287,-0.375820517539978,0.5279591083526611,1.4048172235488892,4,2.8307809829711914
107,-1.125,-0.2467615008354187,-0.8782384991645813,1.2815982103347778,1.459282636642456,4,2.6468756198883057
108,0.17499999701976776,-0.20458534359931946,0.379585325717926,-0.4555024206638336,1.5030543804168701,3,2.7572619915008545
109,1.975000023841858,0.013373196125030518,1.9616267681121826,-2.144408702850342,1.0931787490844727,0,2.6279027462005615
110,0.7250000238418579,0.0845358818769455,0.6404641270637512,-0.7685570120811462,1.2125455141067505,2,2.9532346725463867
111,1.350000023841858,0.21108229458332062,1.1389176845550537,-1.1178758144378662,0.981524646282196,1,2.554872751235962
112,-0.7250000238418579,0.11747404932975769,-0.842474102973938,0.8404430150985718,0.9975891709327698,4,2.5388376712799072
113,-1.0499999523162842,0.000726647675037384,-1.0507266521453857,0.9071332812309265,0.8633390069007874,4,2.5659852027893066
114,0.7250000238418579,0.07315398752689362,0.6518460512161255,-0.7822152972221375,1.536278247833252,2,2.877372980117798
115,1.4249999523162842,0.20833858847618103,1.2166613340377808,-1.2074118852615356,0.9923977255821228,1,2.537686347961426
116,-1.0499999523162842,0.08250472694635391,-1.1325047016143799,0.9060037732124329,0.6398327350616455,4,2.577312469482422
117,0.800000011920929,0.1542542576789856,0.6457457542419434,-0.6684427261352539,1.0351485013961792,2,2.535144329071045
118,-1.0499999523162842,0.03382883220911026,-1.0838288068771362,0.867063045501709,0.5273078083992004,4,2.529731035232544
119,-0.5249999761581421,-0.022054050117731094,-0.5029458999633789,1.4554152488708496,2.8937809467315674,4,2.5262563228607178
120,-1.125,-0.1323486566543579,-0.9926513433456421,0.7941210865974426,0.5056659579277039,4,2.895340919494629
121,-1.0499999523162842,-0.22411379218101501,-0.8258861303329468,0.8135768175125122,0.9850956201553345,4,2.569972038269043
122,0.7250000238418579,-0.12920239567756653,0.854202389717102,-0.848687469959259,0.993543803691864,2,2.5218820571899414
123,0.7250000238418579,-0.04378214478492737,0.7687821388244629,-0.8146902918815613,1.0597153902053833,2,2.520279884338379
124,0.10000000149011612,-0.0294039286673069,0.12940393388271332,-0.12732969224452972,0.9839708209037781,3,2.53981876373291
125,1.975000023841858,0.1710364669561386,1.803963541984558,-1.973764419555664,1.094126582145691,0,2.516003370285034
126,1.4249999523162842,0.2964327931404114,1.1285672187805176,-1.354280710220337,1.584651231765747,1,2.5576395988464355
127,0.7250000238418579,0.33928948640823364,0.38571053743362427,-0.4628526568412781,3.2149977684020996,2,2.553096294403076
128,2.075000047683716,0.5128605365753174,1.5621395111083984,-1.8745675086975098,2.8709654808044434,1,2.5192155838012695
129,-0.800000011920929,0.38157445192337036,-1.1815744638442993,1.8179047107696533,1.5385442972183228,4,2.519585132598877
130,0.7250000238418579,0.41591697931289673,0.3090830445289612,-0.37089967727661133,2.6410884857177734,2,2.8755457401275635
131,-0.10000000149011612,0.36432528495788574,-0.46432527899742126,0.45888158679008484,0.9882761240005493,3,2.520833969116211
132,-0.25,0.3028927445411682,-0.5528927445411682,0.5021037459373474,0.9081394672393799,3,2.5267562866210938
133,2.9749999046325684,0.5701034069061279,2.4048964977264404,-1.6932989358901978,0.7041047215461731,0,2.5257644653320312
134,0.5249999761581421,0.5655930638313293,-0.040593087673187256,0.03607914596796036,0.8888002634048462,2,2.541396141052246
135,0.10000000149011612,0.5190337300300598,-0.4190337359905243,0.4463459849357605,1.0651791095733643,3,2.5204885005950928
136,-0.5249999761581421,0.41463032364845276,-0.9396302700042725,1.0355169773101807,1.102047324180603,4,2.5308518409729004
137,1.350000023841858,0.5081672668457031,0.8418327569961548,-0.7836300730705261,0.9308619499206543,1,2.548067569732666
138,0.7250000238418579,0.5298505425453186,0.1951494812965393,-0.23417939245700836,1.253038763999939,2,2.516237735748291
139,-0.44999998807907104,0.43186548352241516,-0.8818655014038086,0.9774942994117737,1.1084392070770264,4,2.519883394241333
140,0.10000000149011612,0.3986789286136627,-0.2986789345741272,0.41185933351516724,1.3789366483688354,3,2.9149715900421143
141,1.350000023841858,0.4938110113143921,0.8561890125274658,-0.8630992770195007,1.008070945739746,1,2.5329761505126953
142,1.350000023841858,0.5794299244880676,0.7705700993537903,-0.9246841669082642,1.4465454816818237,1,2.516960859298706
143,-0.44999998807907104,0.4764869511127472,-0.9264869689941406,1.3742917776107788,1.483336329460144,4,2.511789560317993
144,-1.899999976158142,0.23883825540542603,-2.138838291168213,1.9825552701950073,0.9269309043884277,4,2.5153329372406006
145,0.7250000238418579,0.28745442628860474,0.4375455975532532,-0.513642430305481,1.173917531967163,2,2.5119569301605225
146,-0.925000011920929,0.16620898246765137,-1.0912089347839355,2.0535271167755127,1.881882667541504,4,2.53475022315979
147,-0.17499999701976776,0.1320880800485611,-0.30708807706832886,0.49528688192367554,1.6128495931625366,3,2.5371344089508057
148,-0.925000011920929,0.026379264891147614,-0.9513792991638184,0.9291846752166748,0.9766710996627808,4,2.5061676502227783
149,2.9749999046325684,0.3212413191795349,2.6537585258483887,-3.1845104694366455,2.860668659210205,0,2.519357681274414
150,3.049999952316284,0.5941171646118164,2.4558827877044678,-2.947059392929077,2.0406761169433594,0,2.9692015647888184
151,2.9749999046325684,0.8322054147720337,2.142794609069824,-2.1780431270599365,1.0164498090744019,0,2.572563648223877
152,-1.0,0.6489848494529724,-1.6489849090576172,2.014416217803955,1.2216098308563232,4,2.501615285873413
153,2.9749999046325684,0.8815863132476807,2.0934135913848877,-2.512096405029297,1.2465626001358032,0,2.550151824951172
154,0.17499999701976776,0.8109276294708252,-0.6359276175498962,0.5973052978515625,0.9392661452293396,3,2.5340616703033447
155,-0.02500000037252903,0.7273348569869995,-0.7523348331451416,0.6018678545951843,0.49682509899139404,3,2.500302791595459
156,0.7250000238418579,0.7271013259887695,-0.002101302146911621,0.00168104178737849,0.7244620323181152,2,2.529054880142212
157,-0.5249999761581421,0.6018911600112915,-1.1268911361694336,1.8097890615463257,1.6060017347335815,4,2.5284578800201416
158,2.9749999046325684,0.8392020463943481,2.1357979774475098,-2.1411025524139404,1.002483606338501,0,2.6067981719970703
159,1.350000023841858,0.8902817964553833,0.4597182273864746,-0.5516619086265564,1.99571692943573,1,2.573038339614868
160,1.350000023841858,0.9362536072731018,0.4137464165687561,-0.4667937457561493,1.1282122135162354,1,2.9159629344940186
161,-0.02500000037252903,0.8401282429695129,-0.865128219127655,0.822245717048645,0.9504321813583374,3,2.5462498664855957
162,0.824999988079071,0.838615357875824,-0.01361536979675293,0.012800170108675957,0.9401264786720276,3,2.53164005279541
163,1.350000023841858,0.8897538185119629,0.460246205329895,-0.552295446395874,1.2343024015426636,1,2.556840181350708
164,0.10000000149011612,0.8107783794403076,-0.7107783555984497,1.0117932558059692,1.423500418663025,3,2.5165939331054688
165,0.10000000149011612,0.7397004961967468,-0.6397004723548889,0.511760413646698,0.7164262533187866,3,2.50992751121521
166,0.10000000149011612,0.6757304072380066,-0.5757303833961487,0.568036675453186,0.9866366386413574,3,2.6352782249450684
167,1.4500000476837158,0.753157377243042,0.6968426704406738,-0.09566188603639603,0.13727903366088867,2,3.0668790340423584
168,1.350000023841858,0.8128415942192078,0.5371584296226501,-0.6445901393890381,1.491391658782959,1,3.916435718536377
169,-1.0499999523162842,0.6265574097633362,-1.6765573024749756,1.485609531402588,0.8861072063446045,4,1.4822521209716797
170,-0.5249999761581421,0.5114016532897949,-1.036401629447937,1.0389572381973267,1.002465844154358,4,3.00331449508667
171,-0.44999998807907104,0.41526147723197937,-0.865261435508728,0.8758249282836914,1.0122084617614746,4,6.761835813522339
172,-1.0499999523162842,0.2687353193759918,-1.3187352418899536,1.0549882650375366,0.7950220704078674,4,2.5906195640563965
173,0.7250000238418579,0.3143617808818817,0.4106382429599762,-0.3982526659965515,0.9698382616043091,2,2.6507139205932617
174,-0.5249999761581421,0.2304256111383438,-0.7554255723953247,0.6043404936790466,0.3518306612968445,4,2.57441782951355
175,0.7250000238418579,0.2798830568790436,0.44511696696281433,-0.44501742720603943,0.9997763633728027,2,3.824094533920288
176,0.7250000238418579,0.32439476251602173,0.4006052613258362,-0.4023522734642029,1.0043609142303467,2,5.798866271972656
177,0.7250000238418579,0.36445528268814087,0.36054474115371704,-0.392443984746933,1.0884751081466675,2,4.751084089279175
178,2.9749999046325684,0.6255097389221191,2.349490165710449,-1.5758882761001587,0.6707362532615662,0,4.298543214797974
179,0.7250000238418579,0.635458767414093,0.08954125642776489,-0.09470408409833908,1.0576586723327637,2,4.353837728500366
180,-0.375,0.5344128608703613,-0.9094128608703613,0.727530300617218,0.7637053728103638,3,4.9547224044799805
181,0.10000000149011612,0.49097156524658203,-0.3909715712070465,0.3692469298839569,0.9444342255592346,3,4.873291730880737
182,-1.0499999523162842,0.336874395608902,-1.3868743181228638,1.6152591705322266,1.1646759510040283,4,4.379585027694702
183,1.975000023841858,0.5006869435310364,1.4743130207061768,-1.4788496494293213,1.0030771493911743,0,4.361632347106934
184,0.10000000149011612,0.4606182277202606,-0.3606182336807251,0.35878264904022217,0.9949098825454712,3,4.440652132034302
185,1.350000023841858,0.5495563745498657,0.8004436492919922,-0.9605324268341064,1.3595161437988281,1,4.385962247848511
186,1.350000023841858,0.6296007037162781,0.7203993201255798,-0.8644792437553406,1.5108104944229126,1,4.365823984146118
187,2.9749999046325684,0.8641406297683716,2.1108593940734863,-2.2070529460906982,1.0455708503723145,0,4.402369499206543
188,-0.925000011920929,0.685226559638977,-1.6102266311645508,2.594149589538574,1.611046314239502,4,4.2513673305511475
189,2.3499999046325684,0.8517038822174072,1.4982960224151611,-1.7979552745819092,2.1392288208007812,1,4.343919992446899
190,0.7250000238418579,0.8390334844589233,-0.11403346061706543,0.20365141332149506,1.7858917713165283,2,4.9271461963653564
191,2.3499999046325684,0.9901301264762878,1.3598697185516357,-1.3385436534881592,0.9843176007270813,1,4.360088109970093
192,0.7250000238418579,0.9636170864105225,-0.23861706256866455,0.23922044038772583,1.0025286674499512,2,4.428071975708008
193,2.9749999046325684,1.1647553443908691,1.8102445602416992,-2.1722936630249023,1.266752004623413,0,4.46384596824646
194,0.10000000149011612,1.0582797527313232,-0.9582797288894653,1.0064860582351685,1.0503051280975342,3,4.461201190948486
195,-0.5249999761581421,0.8999517560005188,-1.4249517917633057,1.6309832334518433,1.1445883512496948,4,4.481916904449463
196,2.9749999046325684,1.1074565649032593,1.867543339729309,-1.651628851890564,0.8843858242034912,0,4.471529245376587
197,2.1500000953674316,1.2117109298706055,0.9382891654968262,-0.7651971578598022,0.8155238032341003,1,4.457051038742065
198,0.10000000149011612,1.1005398035049438,-1.000539779663086,0.8164503574371338,0.8160098791122437,3,4.470998287200928
199,-1.125,0.8779857754707336,-2.002985715866089,1.6996800899505615,0.8485732674598694,4,4.434186697006226
200,-1.0,0.6901871562004089,-1.6901872158050537,1.3521498441696167,0.49393993616104126,4,5.134547710418701
201,-0.5249999761581421,0.5686684250831604,-1.0936684608459473,1.1428987979888916,1.0450139045715332,4,4.548621892929077
202,2.9749999046325684,0.809301495552063,2.165698528289795,-1.9740980863571167,0.9115294814109802,0,4.565657615661621
203,-0.5249999761581421,0.6758713126182556,-1.200871229171753,1.2232048511505127,1.0185978412628174,4,4.463401556015015
204,1.100000023841858,0.7182841897010803,0.3817158341407776,-0.45805901288986206,1.3048579692840576,3,4.406550645828247
205,0.7250000238418579,0.7189557552337646,0.006044268608093262,-0.006666691042482853,1.1029772758483887,2,4.400572776794434
206,0.44999998807907104,0.6920601725578308,-0.24206018447875977,0.3345019519329071,1.3818957805633545,2,4.488540172576904
207,1.975000023841858,0.8203541040420532,1.1546459197998047,-1.152748703956604,0.9983568787574768,0,4.420894622802734
208,2.9749999046325684,1.0358186960220337,1.9391812086105347,-2.039451837539673,1.0517077445983887,0,4.4224278926849365
209,0.7250000238418579,1.0047367811203003,-0.2797367572784424,0.2753908038139343,0.984464168548584,2,4.379002094268799
210,2.9749999046325684,1.2017630338668823,1.773236870765686,-1.4667702913284302,0.8271710872650146,0,5.03026556968689
211,-0.7250000238418579,1.0090867280960083,-1.7340867519378662,1.582932472229004,0.9128335118293762,4,4.397670269012451
212,2.9749999046325684,1.2056779861450195,1.7693219184875488,-1.900131106376648,1.0739318132400513,0,4.378039360046387
213,0.5249999761581421,1.1376101970672607,-0.6126102209091187,0.9293793439865112,1.5170810222625732,2,4.366414308547974
214,0.10000000149011612,1.0338491201400757,-0.9338490962982178,1.2406054735183716,1.3284859657287598,3,4.38240122795105
215,-0.800000011920929,0.8504642248153687,-1.6504642963409424,1.3203715085983276,0.7457922101020813,4,4.356180906295776
216,2.9749999046325684,1.062917709350586,1.9120821952819824,-2.2944986820220947,1.2201826572418213,0,4.308414936065674
217,-0.5249999761581421,0.9041259288787842,-1.4291259050369263,1.1433007717132568,0.6400048732757568,4,4.333356142044067
218,-0.5249999761581421,0.7612133026123047,-1.2862132787704468,1.0289705991744995,0.7084749937057495,4,4.346881628036499
219,1.350000023841858,0.820091962814331,0.5299080610275269,-0.6358897089958191,2.9626364707946777,1,4.397136926651001
220,-0.17499999701976776,0.7205827832221985,-0.8955827951431274,2.0810019969940186,2.3236289024353027,3,4.95257568359375
221,-0.44999998807907104,0.6035244464874268,-1.0535244941711426,0.9917430281639099,0.9413573741912842,4,4.413362264633179
222,0.7250000238418579,0.6156719923019409,0.10932803153991699,-0.09370890259742737,0.8571351766586304,2,4.371931076049805
223,2.9749999046325684,0.8516048192977905,2.1233949661254883,-1.278435230255127,0.6020713448524475,0,4.400299549102783
224,-0.5249999761581421,0.7139443159103394,-1.2389442920684814,0.9911554455757141,0.7029895782470703,4,4.52548360824585
225,0.7250000238418579,0.7150498628616333,0.00995016098022461,-0.011940193362534046,2.0719966888427734,2,4.932139873504639
226,1.350000023841858,0.7785448431968689,0.571455180644989,-0.6857462525367737,1.206507921218872,1,4.483257293701172
227,2.9749999046325684,0.9981902837753296,1.9768096208572388,-1.726065993309021,0.8731574416160583,0,4.368347644805908
228,1.100000023841858,1.0083712339401245,0.0916287899017334,-0.0991831049323082,1.0824447870254517,3,4.4253973960876465
229,1.100000023841858,1.0175340175628662,0.0824660062789917,-0.07722761482000351,0.9364781975746155,3,3.23844838142395
230,-0.17499999701976776,0.8982806205749512,-1.0732805728912354,0.8586244583129883,0.07045799493789673,3,4.765331745147705
231,1.4500000476837158,0.9534525871276855,0.4965474605560303,-0.45839953422546387,0.9231736660003662,2,4.349741220474243
232,2.9749999046325684,1.1556073427200317,1.8193925619125366,-1.9107125997543335,1.0501925945281982,0,4.39303183555603
233,2.9749999046325684,1.3375465869903564,1.637453317642212,-1.9649440050125122,2.041818857192993,0,4.384615421295166
234,1.975000023841858,1.401291847229004,0.573708176612854,-0.5740334987640381,1.000567078590393,0,4.356293678283691
235,-0.5249999761581421,1.2086626291275024,-1.7336626052856445,4.181101322174072,2.4117157459259033,4,4.320885181427002
236,-0.5249999761581421,1.0352963209152222,-1.5602962970733643,3.8831095695495605,2.4887001514434814,4,4.396280288696289
237,2.9749999046325684,1.22926664352417,1.7457332611083984,-2.0948801040649414,1.4206839799880981,0,5.052263975143433
238,1.975000023841858,1.303839921951294,0.671160101890564,-0.6717382669448853,1.000861406326294,0,4.365997314453125
